author,avgrating,awards,five_stars,four_stars,genre,numpages,one_stars,origpubdate,pubyear,pubdate,publisher,three_stars,title,totalratings,totalreviews,two_stars
Jeaniene Frost,4.31,,37340,23963,Paranormal,342,587,December 20th 2008,2008,January 1st 2009,Avon,9583,At Grave's End,73154,2533,1681
Matthew Reilly,4.08,,8260,6671,Fiction,544,471,December 20th 2005,2005,December 26th 2006,Pocket Books,3295,Seven Deadly Wonders,19676,912,979
Veronica Rossi,4,,37190,35827,Young Adult,374,2902,December 1st 2011,2011,February 7th 2012,Atom,18095,Under the Never Sky,99112,8660,5098
Bree Despain,3.8,,11730,10574,Young Adult,372,1346,December 1st 2009,2009,December 22nd 2009,EgmontUSA,8534,The Dark Divine,35243,2521,3059
Paula Brackston,3.56,,4207,8218,Fantasy,305,666,December 1st 2008,2008,January 18th 2011,Thomas Dunne Books,7850,The Witch's Daughter,23292,2420,2351
Daniel Suarez,4.17,,14582,11656,Science Fiction,632,553,December 1st 2006,2006,December 29th 2009,Signet,4743,Daemon,32904,2797,1370
Laura Joffe Numeroff,4.23,,9842,4906,Childrens,32,209,December 1st 2000,2000,September 6th 2005,HarperCollins,3462,If You Give a Pig a Party,19104,300,685
Christine Feehan,4.2,,11706,7850,Romance,369,258,December 1st 1999,1999,December 1st 2005,Leisure Books,4141,Dark Desire,24886,767,931
Nathaniel Philbrick,4.16,"National Book Award for Nonfiction (2000),Ambassador Book Award for American Studies (2001),Massachusetts Book Award Nominee for Nonfiction (2001),ALA Alex Award (2001)",26853,26764,Nonfiction,302,887,December 1st 1999,1999,May 1st 2001,Penguin Books,10142,In the Heart of the Sea: The Tragedy of the Whaleship Essex,66478,4902,1832
Laurence Gonzales,3.93,,2543,2855,Nonfiction,336,131,December 1st 1998,1998,January 10th 2017,W. W. Norton  Company,1769,"Deep Survival: Who Lives, Who Dies, and Why",7780,899,482
Tom Brokaw,4,,5009,5580,History,464,194,December 1st 1998,1998,May 1st 2001,Random House Trade Paperbacks,3109,The Greatest Generation,14570,964,678
Charlaine Harris,3.82,,3410,5877,Mystery,214,83,December 1st 1997,1997,December 5th 2006,Berkley,4410,Shakespeare's Champion,14472,584,692
L.J. Smith,4.19,,10136,5282,Young Adult,750,350,December 1st 1997,1997,June 8th 2010,Simon Pulse,3324,The Forbidden Game,20073,999,981
Lisa Gardner,4.01,,11312,12293,Mystery,432,495,December 1st 1997,1997,June 1st 2004,Bantam,6671,The Perfect Husband,32170,1307,1399
B.L. Theraja,4.02,,547,253,Science,447,103,December 1st 1995,1995,2005,Chand,95,A Text Book of Electrical Technology,1061,89,63
Linda Howard,4.1,,8191,6937,Romance,352,325,December 1st 1995,1995,November 1st 1997,Pocket Books,3547,After the Night,19859,1005,859
J.D. Robb,4.25,,19170,16158,Mystery,296,130,December 1st 1995,1995,December 28th 1995,Berkley Books,6567,Glory in Death,42740,1923,715
Charles Todd,3.89,,3038,4894,Mystery,305,140,December 1st 1994,1994,December 26th 2006,Harper,2807,A Test of Wills,11400,1087,521
Ernest J. Gaines,3.93,,14016,16955,Fiction,256,661,December 1st 1993,1993,September 28th 1997,Vintage,10224,A Lesson Before Dying,44246,2745,2390
Diana Gabaldon,4.39,,111918,65190,Historical,870,927,December 1st 1993,1993,August 7th 2001,Delta,23448,Voyager,204834,9275,3351
Tamora Pierce,4.33,,31455,19070,Fantasy,362,328,December 1st 1992,1992,June 1st 2005,Simon Pulse,8075,Wild Magic,60156,1672,1228
Kentaro Miura,4.39,,7248,3002,Sequential Art,224,166,December 1st 1990,1990,November 4th 2003,Dark Horse Manga,1329,"Berserk, Vol. 1",12109,405,364
Thomas H. Cormen,4.31,,3326,2066,Science,1180,65,December 1st 1989,1989,September 1st 2001,MIT Press (MA),808,Introduction to Algorithms,6424,149,159
Kevin Stein,4.08,,7219,5136,Fantasy,352,195,December 1st 1989,1989,June 1st 2003,Wizards of the Coast,3642,Brothers Majere,16978,37,786
Jack Ketchum,3.96,,6178,6158,Horror,370,495,December 1st 1989,1989,June 1st 2005,Leisure Books,3452,The Girl Next Door,17286,1784,1003
Betty Schrampfer Azar,4.1,,452,219,Humanities,492,51,December 1st 1988,1988,January 1st 2007,Pearson PTR Interactive,119,Understanding and Using English Grammar,886,90,45
Janet Evanovich,3.69,,3217,3561,Romance,219,222,December 1st 1988,1988,November 29th 2005,HarperTorch,4057,Manhunt,12210,457,1153
Julie Garwood,4.16,,7898,6266,Romance,360,134,December 1st 1988,1988,March 1st 1991,Pocket Books,3280,The Lion's Lady,18200,622,622
Steven Brust,3.91,,1738,2380,Fantasy,276,44,December 1st 1986,1986,2003,Kletta-Cotta,1502,Teckla,5971,169,307
Lois McMaster Bujold,3.75,,2258,4189,Science Fiction,237,90,December 1st 1986,1986,December 15th 1986,Baen,3379,Ethan of Athos,10540,488,624
K.W. Jeter,3.36,,375,765,Fantasy,384,142,December 1st 1986,1986,April 7th 2011,Angry Robot Books,764,Infernal Devices,2403,361,357
Pat O'Shea,4.03,,1268,981,Young Adult,480,83,December 1st 1985,1985,June 5th 2003,Oxford University Press,563,The Hounds of the Mórrígan,3077,194,182
Michael Baigent,3.47,,2300,3109,Nonfiction,496,648,December 1st 1982,1982,January 15th 1983,Dell Publishing,3212,"Holy Blood, Holy Grail",10636,709,1367
Soji Shimada,3.91,,645,869,Mystery,252,29,December 1st 1981,1981,September 1st 2005,IBC Books,551,The Tokyo Zodiac Murders,2202,411,108
George Harrison,4.02,,1655,1251,Music,456,54,December 1st 1980,1980,March 8th 2007,Chronicle Books,960,"I, Me, Mine",4151,128,231
Deanna Raybourn,3.92,,4987,7110,Mystery,509,334,December 19th 2006,2006,March 1st 2007,Mira,3762,Silent in the Grave,17005,1955,812
Daniel Silva,4,,13915,16040,Thriller,512,959,December 19th 2000,2000,April 6th 2004,Signet,7940,The Kill Artist,40430,1669,1576
Chip Heath,3.96,,19269,20414,Business,291,1632,December 18th 2006,2006,January 2nd 2007,Random House,11136,Made to Stick: Why Some Ideas Survive and Others Die,55296,2162,2845
Trudi Canavan,4.15,,17185,15250,Fantasy,647,362,December 18th 2002,2002,November 4th 2004,Orbit,7003,The High Lord,41242,1310,1442
John Updike,3.97,"Pulitzer Prize for Fiction (1991),William Dean Howells Medal (1995),National Book Critics Circle Award for Fiction (1990)",4663,4799,Fiction,606,354,December 18th 1990,1990,August 27th 1996,Random House Trade,2578,Rabbit at Rest,13128,422,734
Laila Ibrahim,4.26,,21067,16800,Historical,253,439,December 17th 2010,2010,August 19th 2014,Lake Union Publishing,5691,Yellow Crocus,45115,4305,1118
Rachel Caine,4.17,,19153,13570,Paranormal,246,377,December 17th 2008,2008,Jan-09,New American Library,7792,Lord of Misrule,42311,1107,1419
Jack Canfield,4.27,,12120,6664,Self Help,512,378,December 16th 2004,2004,December 26th 2006,Collins Publishers,3290,The Success Principles: How to Get from Where You Are to Where You Want to Be,23171,749,719
Sidney Sheldon,3.63,,3157,4897,Fiction,388,264,December 16th 1995,1995,September 1st 1996,Warner Books,5001,"Morning, Noon & Night",14710,388,1391
Jonathan Kellerman,3.93,,2349,3725,Mystery,495,44,December 16th 1993,1993,December 2nd 2003,Ballantine Books,2283,Devil's Waltz,8670,206,269
Hiro Mashima,4.39,,46787,16156,Sequential Art,198,1352,December 15th 2006,2006,March 25th 2008,Del Rey Books,8413,"Fairy Tail, Vol. 1",75055,798,2347
Joss Whedon,4.17,,10505,8238,Sequential Art,152,414,December 15th 2004,2004,May 10th 2006,Marvel,3788,"Astonishing X-Men, Volume 1: Gifted",23708,569,763
Caleb Carr,4.06,,43198,42836,Mystery,498,1956,December 15th 1994,1994,October 24th 2006,Random House,20852,The Alienist,113853,5252,5011
Alison Goodman,3.79,,2353,4286,Fantasy,482,256,December 14th 2015,2015,January 26th 2016,Viking Books for Young Readers,2361,The Dark Days Club,9904,2022,648
Bella Forrest,3.84,,16215,13914,Paranormal,296,2062,December 14th 2012,2012,December 17th 2012,CreateSpace,10133,A Shade of Vampire,46042,4649,3718
Elizabeth  George,4.08,,3589,4830,Mystery,752,57,December 12th 1991,1991,October 31st 2000,Bantam Books,2055,In Pursuit of the Proper Sinner,10762,306,231
Carl Hiaasen,3.84,,2675,4968,Fiction,496,97,December 12th 1991,1991,May 7th 1999,Pan Books,3192,Lucky You,11418,710,486
Jeff Shaara,4.23,,5666,5271,Historical,640,66,December 12th 1991,1991,May 2nd 2000,Ballantine Books,1990,The Last Full Measure,13220,309,227
Mercer Mayer,4.24,,5896,2679,Childrens,24,122,December 12th 1987,1987,May 1st 2000,Random House Books for Young Readers,2179,Just a Mess,11201,54,325
Geoffrey Chaucer,4.18,,3748,2233,Poetry,1327,126,December 12th 1986,1986,December 12th 1987,Houghton Mifflin,1341,The Riverside Chaucer,7770,164,322
Piers Anthony,3.71,,2812,3869,Fantasy,320,115,December 12th 1984,1984,March 12th 1987,Del Rey,4173,Crewel Lye,11836,115,867
Maria V. Snyder,4.16,,15778,13429,Fantasy,390,486,December 11th 2011,2011,December 20th 2011,Mira,5868,Touch of Power,36877,3017,1316
Orson Scott Card,3.93,,18676,27204,Science Fiction,451,530,December 10th 2000,2000,December 9th 2001,Tor Books,15633,Shadow of the Hegemon,64882,1467,2839
Orson Scott Card,3.88,,13596,19345,Science Fiction,384,531,August 9th 2002,2002,June 16th 2003,Tor Books,12505,Shadow Puppets,48526,974,2549
Shannon Hale,4.18,,45189,34949,Fantasy,383,1749,August 8th 2003,2003,May 1st 2005,Bloomsbury Publishing PLC,15172,The Goose Girl,100337,9137,3278
Lemony Snicket,3.98,,37574,40636,Fiction,221,1032,August 8th 2000,2000,August 31st 2000,HarperCollins Publishers,26770,The Austere Academy,111216,3075,5204
Jerry Spinelli,3.75,,78798,80185,Young Adult,186,10181,August 8th 2000,2000,Sep-02,Scholastic,66017,Stargirl,258671,12444,23490
George R.R. Martin,4.54,,356687,157694,Fiction,1177,1539,August 8th 2000,2000,March 4th 2003,Bantam,38390,A Storm of Swords,559368,20200,5058
Chris Cleave,3.7,"Costa Book Award Nominee for Novel (2008),Goodreads Choice Award Nominee for Fiction (2009)",46180,80178,Historical,266,5254,August 7th 2008,2008,February 16th 2010,Simon  Schuster,56785,Little Bee,205712,20113,17315
Simon Winchester,3.82,,2704,4057,History,352,170,August 7th 2001,2001,July 30th 2002,Harpperen,2832,The Map That Changed the World,10385,567,622
Clive Barker,4.05,,10285,9344,Horror,658,444,August 7th 1989,1989,November 3rd 1999,HarperPerennial,5186,The Great and Secret Show,26447,606,1188
Noah Gordon,4.36,,15564,9619,Historical,720,218,August 7th 1986,1986,July 1st 2001,"Little, Brown Book Group",3187,The Physician,29232,1560,644
Max Lucado,4.31,,4321,2528,Religion,235,75,August 6th 1996,1996,May 1st 1998,Nelsonword Publishing Group,1188,In the Grip of Grace: You Can't Fall Beyond His Love,8298,172,186
George R.R. Martin,4.28,,6648,3743,Fantasy,545,469,August 6th 1996,1996,December 14th 2010,Blanvalet,1136,Die Herren von Winterfell,12317,530,321
George R.R. Martin,4.45,,967384,438481,Adult,848,22516,August 6th 1996,1996,Aug-05,Bantam,124113,A Game of Thrones,1584263,48375,31769
Bisco Hatori,4.36,,74428,28304,Sequential Art,178,2635,August 5th 2003,2003,July 5th 2005,VIZ Media,14566,"Ouran High School Host Club, Vol. 1",123883,1026,3950
Edward M. Hallowell,4.1,,2493,2637,Psychology,319,46,August 5th 1992,1992,March 2nd 1995,Touchstone Books,1299,Driven to Distraction: Recognizing and Coping with Attention Deficit Disorder from Childhood Through Adulthood,6685,452,210
Alice Hoffman,3.74,,1290,2164,Fiction,200,75,August 5th 1987,1987,April 4th 2002,Vintage,1760,Illumination Night,5687,402,398
Kazue Kato,4.36,,25239,10925,Sequential Art,200,536,August 4th 2009,2009,April 5th 2011,VIZ Media LLC,5430,"Blue Exorcist, Vol. 1",43324,548,1194
Neil Gaiman,4.04,"Bram Stoker Award for Best Work for Young Readers (2002),Hugo Award for Best Novella (2003),Nebula Award for Best Novella (2003),Locus Award for Best Young Adult Novel (2003),World Fantasy Award Nominee for Best Novella (2003)",142881,137418,Fantasy,162,7899,August 4th 2002,2002,August 29th 2006,William Morrow Paperbacks,72249,Coraline,376708,15329,16261
Tom Clancy,4.12,,60911,62760,Fiction,503,1510,August 4th 1987,1987,May 1st 1992,Berkley,29197,Patriot Games,158590,1022,4212
Tom Clancy,4.07,,15607,14807,Fiction,912,457,August 3rd 1998,1998,September 1st 1999,Berkley Books,7800,Rainbow Six,40413,933,1742
Sara Donati,4.11,,12480,10602,Historical,876,585,August 3rd 1998,1998,August 3rd 1999,Bantam Books,4919,Into the Wilderness,29900,1902,1314
Robert A. Heinlein,3.83,,7249,8223,Science Fiction,384,569,August 3rd 1982,1982,June 17th 1997,Del Rey,6194,Friday,23964,607,1729
Edmund de Waal,3.85,,10413,8908,Nonfiction,368,1435,August 31st 2009,2009,August 31st 2010,"Farrar, Straus and Giroux",5800,The Hare With Amber Eyes: A Family's Century of Art and Loss,28811,2719,2255
Steve Berry,3.9,,5515,7536,Fiction,387,229,August 31st 2004,2004,December 26th 2006,Ballantine Books,4778,The Romanov Prophecy,18990,994,932
Scott B. Smith,3.92,,6728,8281,Fiction,432,516,August 31st 1993,1993,October 24th 2006,Vintage,4554,A Simple Plan,21249,1049,1170
Jane Yolen,3.78,,3330,4459,Young Adult,241,304,August 31st 1988,1988,March 15th 2002,Tor Teen,3185,Briar Rose,12219,1336,941
Lee Child,4.01,,15812,20075,Fiction,15,377,August 30th 2012,2012,September 25th 2012,Random House Audio,10575,A Wanted Man,48682,3534,1843
Karen Marie Moning,4.27,,11269,8157,Romance,394,130,August 30th 2005,2005,August 28th 2007,Dell,3450,Spell of the Highlander,23536,881,530
Greg Iles,4.18,,9603,9910,Mystery,580,224,August 30th 1999,1999,July 1st 2000,Coronet,3486,The Quiet Game,23754,1521,531
Lemony Snicket,3.96,,49313,57104,Fiction,192,1465,August 30th 1999,1999,September 30th 1999,"Scholastic, Inc.",36907,The Reptile Room,151766,5416,6977
Anna Quindlen,4.02,,10755,14604,Fiction,320,231,August 30th 1994,1994,August 8th 2006,Random House Trade Paperbacks,7467,One True Thing,34045,1181,988
Sarah J. Maas,4.23,"Lincoln Award Nominee (2015),North Carolina Young Adult Book Award for High School (2015)",202617,113996,Young Adult,404,10694,August 2nd 2012,2012,August 7th 2012,Bloomsbury USA Children's,50458,Throne of Glass,392807,32689,15042
Adeline Yen Mah,4.05,,9331,9943,Nonfiction,205,319,August 2nd 1999,1999,May 6th 2009,Laurel Leaf (Random House Children's Books ),5086,Chinese Cinderella: The True Story of an Unwanted Daughter,25718,2395,1039
David Eddings,3.95,,6999,7248,Fantasy,472,174,August 2nd 1993,1993,July 2nd 1994,Del Rey,5325,The Shining Ones,20825,97,1079
Lee Child,4.03,,15116,20286,Fiction,400,353,August 29th 2013,2013,September 3rd 2013,Delacorte Press,9712,Never Go Back,46953,3768,1486
Margaret Atwood,3.99,,14595,19589,Fiction,394,426,August 29th 2013,2013,September 3rd 2013,Nan A. Talese,9929,MaddAddam,46564,4559,2025
Sarah Waters,3.4,,8944,19902,Historical,564,3136,August 28th 2014,2014,September 16th 2014,Riverhead Books,19128,The Paying Guests,59075,7490,7965
Patricia Reilly Giff,4,,9205,9068,Young Adult,166,407,August 28th 2002,2002,May 1st 2004,Scholastic,5481,Pictures of Hollis Woods,25391,1860,1230
P.C. Cast,4.09,HOLT Medallion by Virginia Romance Writers for Paranormal/Time Travel/Futuristic (2002),4473,3410,Fantasy,698,225,August 28th 2001,2001,September 1st 2006,Luna Books,1794,Divine By Mistake,10433,713,531
Margaret Peterson Haddix,3.75,,8691,10627,Fantasy,240,769,August 28th 1999,1999,March 27th 2007,Simon Pulse,9115,Just Ella,31872,1537,2670
Ken Follett,3.9,,4569,6926,Historical,437,173,August 28th 1995,1995,June 30th 1996,Ballantine Books,4096,A Place Called Freedom,16563,847,799
Amélie Nothomb,3.75,,2011,2887,Cultural,221,216,August 28th 1992,1992,January 6th 2005,Le Livre de Poche,1990,Hygiène de l'assassin,7782,611,678
David Lagercrantz,3.75,,21695,40041,Fiction,400,2103,August 27th 2015,2015,September 1st 2015,Knopf,26840,The Girl in the Spider's Web,97216,10906,6537
Fredrik Backman,4.35,,176416,109241,Fiction,337,3409,August 27th 2012,2012,July 15th 2014,Atria Books,34223,A Man Called Ove,331080,43802,7791
Sarah Vowell,3.88,,7159,10662,Nonfiction,197,656,August 27th 2002,2002,October 1st 2003,Simon  Schuster,5652,The Partly Cloudy Patriot,25374,1425,1245
Sara Ryan,3.74,,3737,3267,Lgbt,215,429,August 27th 2001,2001,May 26th 2003,Speak,3300,Empress of the World,11880,446,1147
Peter Robinson,3.79,,1957,3589,Mystery,336,111,August 27th 1987,1987,December 5th 2000,Avon,2570,Gallows View,8668,525,441
Stephen King,4.35,,75187,50947,Horror,560,479,August 27th 1982,1982,February 16th 1995,Warner Books,18281,Different Seasons,147225,3424,2331
Steve Berry,3.84,,5498,7267,Thriller,416,311,August 26th 2003,2003,2004,Ballantine Books,5031,The Amber Room,19417,918,1310
Chuck Palahniuk,3.61,,13341,21881,Fiction,262,1684,August 26th 2003,2003,September 14th 2004,Anchor,20296,Diary,63675,2268,6473
Janet Evanovich,4.03,,171114,140331,Mystery,320,10256,August 26th 1994,1994,2006,Griffin,84717,One for the Money,427522,13461,21104
A.J. Banner,3.33,,6070,12040,Fiction,206,2041,August 25th 2015,2015,September 1st 2015,Lake Union Publishing,14204,The Good Neighbor,40864,2973,6509
Patricia Briggs,4.27,,24031,18428,Fantasy,286,171,August 25th 2009,2009,September 1st 2009,Ace Books,7597,Hunting Ground,51228,1833,1001
J.R.R. Tolkien,4.01,,877,825,Fantasy,512,25,August 25th 1988,1988,September 1st 2000,Houghton Mifflin,570,"The Return of the Shadow: The History of The Lord of the Rings, Part One",2396,85,99
Dian Fossey,4.17,,7498,6227,Nonfiction,326,223,August 25th 1983,1983,October 6th 2000,Mariner Books,2935,Gorillas in the Mist,17386,177,503
Wally Lamb,3.85,,92233,94831,Fiction,465,10446,August 24th 1992,1992,June 28th 1998,Pocket,61262,She's Come Undone,279375,9370,20603
Maureen Johnson,3.64,,17689,23669,Young Adult,322,2542,August 23rd 2005,2005,December 21st 2010,HarperTeen,21542,13 Little Blue Envelopes,72723,4518,7281
Libba Bray,3.96,,34396,31491,Fantasy,548,3107,August 23rd 2005,2005,December 26th 2006,Ember,19057,Rebel Angels,92999,3198,4948
Christopher Paolini,3.96,,102558,100654,Fantasy,704,5671,August 23rd 2005,2005,March 13th 2007,Knopf Books for Young Readers,61533,Eldest,287704,8592,17288
J.R.R. Tolkien,3.96,,994,997,Science Fiction Fantasy,393,24,August 22nd 1985,1985,November 20th 1985,Houghton Mifflin Harcourt,784,The Lays of Beleriand,2931,109,132
Eric Metaxas,4.24,,21179,12249,Nonfiction,608,1253,August 21st 2009,2009,April 18th 2010,Thomas Nelson,4790,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",40864,3145,1393
Tom Clancy,3.81,,5803,8065,Fiction,1137,442,August 21st 2000,2000,August 1st 2001,Berkley Books,5717,The Bear and the Dragon,21486,433,1459
Terry McMillan,4.21,,5726,3852,Fiction,464,77,August 21st 1989,1989,January 6th 2004,New American Library,2164,Disappearing Acts,12178,167,359
J.R.R. Tolkien,4,,912,766,Fantasy,400,24,August 21st 1986,1986,June 5th 2002,Houghton Mifflin Company,629,The Shaping of Middle-Earth,2435,55,104
